"","addresses","addressesOrder","addressesRequired","aggScaleID","aggSetID","catSetID","changes","classID","compSet","contacts","contactsOrder","contactsRequired","datasets","datasetsOrder","datasetsRequired","dataType","domainID","firstReleased","groupID","instruments","instrumentsOrder","instrumentsRequired","languages","languagesOrder","partLabel","lastUpdated","latExp","maxLength","maxValue","measures","measureSets","measureSetsOrder","measureSetsRequired","measuresOrder","measuresRequired","minLength","minValue","nomenclatureID","organizations","organizationsOrder","organizationsRequired","ontologyRef","partDesc","partID","partInstr","parts","partType","polygons","polygonsOrder","polygonsRequired","protocolRelationships","protocols","protocolsOrder","protocolsRequired","protocolSteps","protocolStepsOrder","protocolStepsRequired","qualityReports","qualityReportsOrder","qualitySetID","refLink","sampleRelationships","sampleRelationshipsOrder","sampleRelationshipsRequired","samples","samplesOrder","samplesRequired","sets","setsOrder","shortName","sites","sitesOrder","sitesRequired","specimenSet","status","translations","translationsOrder","unitSetID"
"640","NA","NA","NA","quantAggScale","linearAggrSet","NA","added in version 2","naClass","anyCompartment","NA","NA","NA","NA","NA","NA","float","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Ratio","2.0","$$","NA","NA","input","NA","NA","NA","NA","NA","NA","0","naNomenclature","NA","NA","NA","NA","Ratio (unitless)","ratio","Report as a real number or fration. i.e 10:2 ratio is reported as 5. The specifics of the ratio (the numerator and the demoninator) are described in the measure.","NA","unit","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","genQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","anySpecimen","active","NA","NA","naUnitSet"
"641","NA","NA","NA","NA","naAggrSet","NA","NA","naClass","waterCompartment","NA","NA","NA","NA","NA","NA","varchar","naDomain","1.0","procGrp","NA","NA","NA","NA","NA","Raw wastewater","2.0","NA","30","NA","input","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Raw wastes water sample","raws","NA","NA","category","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"642","NA","NA","NA","NA","naAggrSet","NA","NA","naClass","waterCompartment","NA","NA","NA","NA","NA","NA","varchar","naDomain","1.0","colGrp","NA","NA","NA","NA","NA","Raw sewage at site","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Wastewater without any form of treatment","rawWW","NA","NA","category","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"643","NA","NA","NA","NA","naAggrSet","NA","added in version 2","naClass","waterCompartment","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Raw sewage downstream from a site","2.0","NA","30","NA","input","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Downstream from a site. See partType = rawWWup.","rawWWdown","NA","NA","category","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"644","NA","NA","NA","NA","naAggrSet","NA","added in version 2","naClass","waterCompartment","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","colGrp","NA","NA","NA","NA","NA","Raw sewage upstream from a site","2.0","NA","30","NA","input","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Upstream from a site. Used when there is not direct access to a site's wastewater inconjuctiion with downstream sample. For example, if the site is a long-term care home, but ther is not access to the building or property cleanout. Use two sameple, one sample upstream and one sample downstream.","rawWWup","NA","NA","category","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"645","NA","NA","NA","see unit","naAggrSet","NA","added in version 2","mutation","anyCompartment","NA","NA","NA","NA","NA","NA","see unit","Bio","2.0","sarsCov2","NA","NA","NA","NA","NA","IP2 rdrp sars-cov-2 gene target","2.0","NA","NA","see unit","input","NA","NA","NA","NA","NA","NA","see unit","naNomenclature","NA","NA","NA","NA","IP2 rdrp sars-cov-2 gene target","rdrpIP2","NA","NA","measure","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","pcrQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","saSpecimen","active","NA","NA","geneticUnitSet"
"646","NA","NA","NA","see unit","naAggrSet","NA","added in version 2","mutation","anyCompartment","NA","NA","NA","NA","NA","NA","see unit","Bio","2.0","sarsCov2","NA","NA","NA","NA","NA","IP4 rdrp sars-cov-2 gene target","2.0","NA","NA","see unit","input","NA","NA","NA","NA","NA","NA","see unit","naNomenclature","NA","NA","NA","NA","IP4 rdrp sars-cov-2 gene target","rdrpIP4","NA","NA","measure","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","pcrQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","saSpecimen","active","NA","NA","geneticUnitSet"
"647","NA","NA","NA","NA","naAggrSet","NA","Update in line with Github Issue #211","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","datetime","naDomain","1.0","naGroup","NA","NA","NA","NA","NA","Collection date time start","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","For integrated time averaged samples this is the date, time and timezone the sample was started being taken.","collDTStart","NA","NA","attribute","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","16","optional","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"648","NA","NA","NA","quantAggScale","linearAggrSet","NA","added in version 2","naClass","anyCompartment","NA","NA","NA","NA","NA","NA","integer","Bio","2.0","naGroup","NA","NA","NA","NA","NA","Recovered patients","2.0","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","0","naNomenclature","NA","NA","NA","NA","Units for describing a population measure of patients who have recovered from a given disease.","recov","Unit for a population or disease measure to explain population-level clinical effects.","NA","unit","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","genQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","poSpecimen","active","NA","NA","naUnitSet"
"649","NA","NA","NA","NA","naAggrSet","NA","description wording, structure","naClass","naCompartmentSet","NA","NA","NA","header","7","optional","varchar","naDomain","1.0","naGroup","header","9","optional","NA","NA","Reference link","2.0","NA","255","NA","header","NA","NA","NA","26","optional","0","NA","naNomenclature","NA","NA","NA","NA","Link to the reference material for a part. May link to literature on a method, measure, etc.","refLink","Link to standard operating procedure for a measure or part. Part reference is a reference to a technical document that describes the part in detail. The reference could be a URL, DOI, or reference to a techincal report.","header","attribute","header","10","optional","NA","header","6","optional","header","7","optional","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"650","NA","NA","NA","NA","naAggrSet","NA","added in version 2","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Regular","2.0","NA","30","NA","input","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","A measure or sample taken for surveillance or epidemiology.","regular","A 'regular' measure is the default. Missing data will be recoded to this purpose.","NA","category","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Input","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"651","NA","NA","NA","NA","naAggrSet","sampleRelSet, protocolRelSet","added in V2.0","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Relationship","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Attribute for specifying the relationship between a Subject and Object.","relationshipID","Together with `sampleIDSub` and `relationshipID` the row of the `sampleRelationships` should say: [sampleIDSubject] is a[relationshipID] of [sampleIDObject]","NA","attribute","NA","NA","NA","fK","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fK","2","mandatory","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"652","NA","NA","NA","see unit","naAggrSet","NA","added in version 2; github issue #124 and #204","humClass","anyCompartment","NA","NA","NA","NA","NA","NA","see unit","Phy","2.0","siteFeat","NA","NA","NA","NA","NA","Relative humidity","2.0","NA","NA","see unit","input","NA","NA","NA","NA","NA","NA","see unit","naNomenclature","NA","NA","NA","NA","The unit of relative humidity, or the air-water mixture. The ratio of the partial pressure of water vapor in the mixture to the equilibrium vapor pressure of water over a flat surface. of pure water at a given temperature.","relHum","NA","NA","measure","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","genQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","siSpecimen","active","NA","NA","relHumidUnitSet"
"653","NA","NA","NA","quantAggScale","naAggrSet","NA","added in version 2","naClass","anyCompartment","NA","NA","NA","NA","NA","NA","categorical","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Relative humidity unit set","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Unit set for relative humidity measurements.","relHumidUnitSet","NA","input","unitSet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","relHumidUnitSet"
"654","NA","NA","NA","NA","naAggrSet","collectCatSet","depreciated","naClass","waterCompartment","NA","NA","NA","NA","NA","NA","NA","naDomain","1.0","colGrp","NA","NA","NA","NA","NA","Representative Grab Sample","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","A single large representative grab sample.","repGrab","Deprecated in version 2, please do not use.","NA","category","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","sampleQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","depreciated","NA","NA","naUnitSet"
"655","NA","NA","NA","NA","naAggrSet","replicateCatSet","added in version 2","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","categorical","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Replicate Type CatSetegory Set","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","The category set for storing valid categorical values of replicate type.","replicateCatSet","NA","input","catSet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"656","NA","NA","NA","NA","naAggrSet","NA","Update in line with Github Issue #211","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","datetime","naDomain","1.0","naGroup","NA","NA","NA","NA","NA","Collection date time end","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","For integrated time average samples this is the date, time and timezone the sample was finished being taken.","collDTEnd","NA","NA","attribute","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","17","optional","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"657","NA","NA","NA","NA","naAggrSet","NA","description wording, structure","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","datetime","naDomain","1.0","naGroup","NA","NA","NA","NA","NA","Report Date","2.0","NA","30","NA","header","NA","NA","NA","11","optional","0","NA","naNomenclature","NA","NA","NA","NA","The date a measure was reported.","reportDate","This date is the first date the laboratory or enity reported the measure findings to the public health or other enity who ordered the measure or is responsible for action. Use the analyses end date if the measure is part of a research study or other purpose that does not have a reporting entity.","NA","attribute","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"658","NA","NA","NA","NA","naAggrSet","NA","changed to contactID","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","1.1","naGroup","NA","NA","NA","NA","NA","Reporter ID Depreciated","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Unique identifier for the person or organization that is reporting the data.","reporterIDDep","NA","NA","attribute","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","depreciated","NA","NA","naUnitSet"
"659","NA","NA","NA","NA","naAggrSet","NA","depreciated","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","1.0","naGroup","NA","NA","NA","NA","NA","Reporter table depreciated","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","The table that contains information about a reporter of a sample, method, measure, or attribute.","reportersDep","NA","NA","table","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","depreciated","NA","NA","naUnitSet"
"660","NA","NA","NA","NA","naAggrSet","NA","added in version 2; Update in line with Github Issue #211","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","datetime","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Date sample was sent","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","The date the sample was sent for analyses at a laboratory.","sentDate","NA","NA","attribute","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","18","optional","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"661","NA","NA","NA","NA","naAggrSet","NA","added in version 2","naClass","waterCompartment","NA","NA","NA","NA","NA","NA","varchar","Bio","2.0","procGrp","NA","NA","NA","NA","NA","Resuspend COSCa filter collection","2.0","NA","10","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Nucleic acid extraction via resuspension of a sample collected using the COSCa ball method.","resCosca","See partID = cosca for additional details.","NA","category","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","genQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"662","NA","NA","NA","see unit","naAggrSet","NA","added in version 2","protein","anyCompartment","NA","NA","NA","NA","NA","NA","varchar","Bio","2.0","naGroup","NA","NA","NA","NA","NA","Protein class","2.0","NA","30","NA","input","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Specifies a collection of measures/methods related to proteins.","protein","NA","input","class","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","saSpecimen","active","NA","NA","naUnitSet"
"663","NA","NA","NA","NA","naAggrSet","NA","description wording, structure","naClass","waterCompartment","NA","NA","NA","NA","NA","NA","varchar","naDomain","1.0","colGrp","NA","NA","NA","NA","NA","Retention pond","2.0","NA","30","NA","input","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Retention pond","retPond","NA","NA","category","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"664","NA","NA","NA","NA","naAggrSet","NA","description wording, structure","naClass","waterCompartment","NA","NA","NA","NA","NA","NA","varchar","naDomain","1.0","colGrp","NA","NA","NA","NA","NA","River, natural water body","2.0","NA","30","NA","input","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","River, natural water body","river","NA","NA","category","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"665","NA","NA","NA","NA","naAggrSet","NA","added in version 2","naClass","naCompartmentSet","header","8","optional","NA","NA","NA","varchar","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Role of Contact","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Specifies the organizational role of a given contact.","role","NA","NA","attribute","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"666","NA","NA","NA","quantAggScale","linearAggrSet","NA","added in version 2","naClass","anyCompartment","NA","NA","NA","NA","NA","NA","float","Bio","2.0","naGroup","NA","NA","NA","NA","NA","Rate per 100,000","2.0","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","0","naNomenclature","NA","NA","NA","NA","Units for describing a population measure of a rate of case incidence per 100,000 people of a given disease.","rP100","Unit for a population or disease measure to explain population-level clinical effects.","NA","unit","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","poSpecimen","active","NA","NA","naUnitSet"
"667","NA","NA","NA","NA","naAggrSet","NA","NA","naClass","waterCompartment","NA","NA","NA","NA","NA","NA","varchar","naDomain","1.0","procGrp","NA","NA","NA","NA","NA","Raw post-pasteurized wastewater","2.0","NA","30","NA","input","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Raw wastewater sample post-pasteurization","rppw","NA","NA","category","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"668","NA","NA","NA","NA","naAggrSet","NA","added in version 2","naClass","anyCompartment","NA","NA","NA","NA","NA","NA","varchar","Bio","2.0","virusMisc","NA","NA","NA","NA","NA","Respiratory syncytial virus group","2.0","NA","30","NA","input","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","http://purl.obolibrary.org/obo/NCIT_C14267","Respiratory syncytial virus.","rsv","NA","NA","measure","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","genQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"669","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","surfaceCompartment","NA","NA","NA","NA","NA","NA","varchar","allDo","2.0","naGroup","NA","NA","NA","NA","NA","Surface compartment","2.0","NA","1","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","A measure or observation made from a substance on a surface.","s","NA","NA","compartment","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","anySpecimen","active","NA","NA","naUnitSet"
"670","NA","NA","NA","see unit","naAggrSet","NA","added in version 2","mutation","anyCompartment","NA","NA","NA","NA","NA","NA","see unit","Bio","2.0","sarsCov2","NA","NA","NA","NA","NA","s2083i omicron-variant gene target","2.0","NA","NA","see unit","input","NA","NA","NA","NA","NA","NA","see unit","naNomenclature","NA","NA","NA","NA","s2083i omicron-variant gene target","s2083i ","NA","NA","measure","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","pcrQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","saSpecimen","active","NA","NA","geneticUnitSet"
"671","NA","NA","NA","see unit","naAggrSet","NA","added in version 2","mutation","anyCompartment","NA","NA","NA","NA","NA","NA","see unit","Bio","2.0","sarsCov2","NA","NA","NA","NA","NA","s371l omicron-variant gene target","2.0","NA","NA","see unit","input","NA","NA","NA","NA","NA","NA","see unit","naNomenclature","NA","NA","NA","NA","s371l omicron-variant gene target","s371l ","NA","NA","measure","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","pcrQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","saSpecimen","active","NA","NA","geneticUnitSet"
"672","NA","NA","NA","see unit","naAggrSet","NA","added in version 2","mutation","anyCompartment","NA","NA","NA","NA","NA","NA","see unit","Bio","2.0","sarsCov2","NA","NA","NA","NA","NA","s373p omicron-variant gene target","2.0","NA","NA","see unit","input","NA","NA","NA","NA","NA","NA","see unit","naNomenclature","NA","NA","NA","NA","s373p omicron-variant gene target","s373p ","NA","NA","measure","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","pcrQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","saSpecimen","active","NA","NA","geneticUnitSet"
"673","NA","NA","NA","see unit","naAggrSet","NA","added in version 2","mutation","anyCompartment","NA","NA","NA","NA","NA","NA","see unit","Bio","2.0","sarsCov2","NA","NA","NA","NA","NA","s375f omicron-variant gene target","2.0","NA","NA","see unit","input","NA","NA","NA","NA","NA","NA","see unit","naNomenclature","NA","NA","NA","NA","s375f omicron-variant gene target","s375f ","NA","NA","measure","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","pcrQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","saSpecimen","active","NA","NA","geneticUnitSet"
"674","NA","NA","NA","see unit","naAggrSet","NA","added in version 2","mutation","anyCompartment","NA","NA","NA","NA","NA","NA","see unit","Bio","2.0","sarsCov2","NA","NA","NA","NA","NA","s477n omicron-variant gene target","2.0","NA","NA","see unit","input","NA","NA","NA","NA","NA","NA","see unit","naNomenclature","NA","NA","NA","NA","s477n omicron-variant gene target","s477n ","NA","NA","measure","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","pcrQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","saSpecimen","active","NA","NA","geneticUnitSet"
"675","NA","NA","NA","NA","naAggrSet","NA","added in version 2","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Sample","2.0","NA","30","NA","input","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","A measure made on a compartment or property from a sample of a substance.","sa","NA","NA","specimen","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"676","NA","NA","NA","NA","naAggrSet","NA","added in version 2; Update in line with Github Issue #211","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","datetime","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Date sample recieved","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","The date the sample was received at the laboratory for analysis.","recDate","NA","NA","attribute","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","19","optional","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"677","NA","NA","NA","NA","naAggrSet","booleanSet","added in version 2","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","boolean","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Reportable data flag","2.0","NA","10","NA","header","NA","NA","NA","23","optional","0","NA","naNomenclature","NA","NA","NA","NA","Flag for whether a measure is reportable or not, based on confidence in the measure and methods applied.","reportable","NA","NA","attribute","NA","NA","NA","input","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","20","optional","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"678","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Sample ID Object","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Populated by `sampleID` - this specifies the object of a sample relationship.","sampleIDObj","Use `sampleID` for this field. Together with `sampleIDSub` and `relationshipID` the row of the `sampleRelationships` should say: [sampleIDSubject] is a[relationshipID] of [sampleIDObject]","NA","attribute","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fK","3","mandatory","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"679","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Sample ID Subject","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Populated by `sampleID` - this specifies the subject of a sample relationship.","sampleIDSub","Use `sampleID` for this field. Together with `sampleIDSub` and `relationshipID` the row of the `sampleRelationships` should say: [sampleIDSubject] is a[relationshipID] of [sampleIDObject]","NA","attribute","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fK","1","mandatory","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"680","NA","NA","NA","NA","naAggrSet","sampleMatCatSet","added in version 2","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","categorical","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Sample material category set","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","CatSetegory set for the types of material that can be found in a sample.","sampleMatCatSet","NA","input","catSet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"681","NA","NA","NA","NA","naAggrSet","NA","added in version 2","naClass","anyCompartment","NA","NA","NA","NA","NA","NA","categorical","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Sample Quality Set","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Quality set for a sample.","sampleQualitySet","NA","input","qualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","sampleQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","saSpecimen","active","NA","NA","naUnitSet"
"682","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","results","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Sample Relationships Table","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Table for recording the relationships between samples.","sampleRelationships","Specifically designed to capture information on parent-child relationships between samples, and allow for tracking sample lineage for single and pooled samples.","header","table","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","sr","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
