"","changes","firstReleased","langID","partLabel","lastUpdated","partDesc","partID","partInstr","notes"
"1363","added in version 2","2.0","eng","Phénol chloroforme","2.0","Extraction d'acides nucléiques réalisée avec du chloroforme phénol.","phenCl","NA",NA
"1364","added in version 2","2.0","fra","Virus Pseudomonas phi6","2.0","Mesure de la quantité de virus pseudomonas phi6.","phi6","NA",NA
"1365","added in version 2","2.0","eng","Cible de phi6","2.0","Le virus Pseudomonas phi6 est utilisé comme cible de contrôle de l'efficacité de la récupération.","phi6Mat","NA",NA
"1366","added in version 2","2.0","fra","Rôle du contact","2.0","Précise le rôle organisationnel d'un contact donné.","role","NA",NA
"1367","description wording, structure","1.1","eng","Phosphore total","2.0","Phosphore total","phos","NA",NA
"1368","description wording, structure","1.1","fra","Phosphates totaux","2.0","Phosphates totaux.","phostot","NA",NA
"1369","added in version 2","2.0","eng","Propriété Physique","2.0","Propriété qui n'est pas spécifiée par la composition chimique ou la présence de vie.","phy","NA",NA
"1370","added in version 2","2.0","fra","Classe physique","2.0","Spécifie une collection de mesures/méthodes liées à des propriétés physiques génériques.","physical","NA",NA
"1371","added in version 2","2.0","eng","Clé primaire","2.0","Clé primaire pour une table.","pK","NA",NA
"1372","added in version 2","2.0","fra","Moyenne normalisée en fonction du débit et du PMMoV","2.0","Mesure moyenne normalisée à la quantité de PMMoV et au débit d'eaux usées ; AllèleX (gc/mL) x Q (ML/d) / (Pop /1e5) x 1e3 (mL/L) x 1e6 (L/ML) = AllèleX (gc/jour par 1e5 population)","pmFloMean","Principalement utilisé pour déclarer des allèles spécifiques (N1, N2, E, etc.)",NA
"1373","added in version 2","2.0","eng","Moyenne normalisée en fonction du PMMoV","2.0","Mesure moyenne normalisée par rapport à la quantité de PMMoV.","pmmovNorm","Principalement utilisé pour signaler des allèles spécifiques (N1, N2, E, etc.).",NA
"1374","added in version 2","1.0","fra","Population","2.0","Mesure aggrégée de santé publique","po","NA",NA
"1375","depreciated","1.0","eng","Post-gravillonnage","2.0","Eau usée aprés dégrillage et dessablage.","pogr","NA",NA
"1376","description wording, structure","1.0","fra","Texte de référence","2.0","Description formelle du polygone (format Well-Known-Text (wkt))","geoWKT","NA",NA
"1377","added in V2.0","2.0","eng","Longueur minimale","2.0","La longueur minimale d'une partie.","minLength","NA",NA
"1378","none","1.0","fra","Autre type d'instrument","2.0","Description de l'instrument au cas où il ne serait pas répertorié dans instrumentType.","insTypeOth","NA",NA
"1379","description wording","1.0","eng","Méthode de collection","2.0","Méthode utilisée pour obtenir l'échantillon.","collType","NA",NA
"1380","depreciated","1.0","fra","Type de date pour le rapport des cas","2.0","Type de date pour le rapport des cas","popDateType","NA",NA
"1381","added in version 2","2.0","eng","Ensemble de catégories météorologiques","2.0","Un ensemble de catégories des catégories qualitatives valides pour la mesure qualitative du temps.","weathCatSet","NA",NA
"1382","description wording, structure","1.0","fra","Équivalents de population","2.0","Unité de mesure de la capacité nominale des stations d'épuration des eaux usées, représentée par la quantité approximative d'eau qu'une personne normale utiliserait.","popEq","NA",NA
"1383","added in version 2","2.0","eng","Groupe de population","2.0","Un groupe de mesures/méthodes liées à des facteurs de niveau de population.","popGrp","Il peut s'agir par exemple du nombre de cas, du taux d'hospitalisation, etc.",NA
"1384","NA","1.0","fra","Longitude géographique","2.0","Position géographique du site d'échantillonnage. Longitude exprimée en coordonnées décimales (ex. -75.695000)","geoLong","NA",NA
"1385","added in version 2","2.0","eng","Classe de population","2.0","Spécifie une collection de mesures/méthodes au niveau de la population.","population","NA",NA
"1386","added in version 2","2.0","fra","Ensemble d'unités de population","2.0","Ensemble d'unités pour les mesures relatives aux hôpitaux.","populationUnitSet","NA",NA
"1387","added in V2.0","2.0","eng","Ensemble de catégories de statut","2.0","Un ensemble de catégories pour partID = status pour indiquer si une partie est en cours d'utilisation ou non.","statusCatSet","NA",NA
"1388","description wording.","1.0","fra","Pourcentage positif","2.0","Pourcentage de positifs.","pp","NA",NA
"1389","description wording.","1.0","eng","Parties par million","2.0","Parties par million.","ppm","NA",NA
"1390","description wording, structure","1.0","fra","PMMoV-CP","2.0","Région du gène de la capside du virus de la marbrure légére du piment","ppmv","NA",NA
"1391","now a unit for any group or biologic infection","1.0","eng","Taux de positivité en pourcentage","2.0","Pourcentage de positivité des tests.","pprt","NA",NA
"1392","description wording.","1.0","fra","Pourcentage de boues primaires","2.0","Pourcentage de boues primaire (pour solides totaux).","pps","NA",NA
"1393","added in version 2","2.0","eng","Classe de précipitation","2.0","Spécifie une collection de mesures/méthodes liées à la précipitation.","precipClass","NA",NA
"1394","added in version 2","2.0","fra","Unités de précipitation","2.0","Ensemble d'unités pour les mesures de précipitation.","precipitationUnitSet","NA",NA
"1395","NA","1.0","eng","Alteration chimique","2.0","L'échantillon a-t-il été chimiquement altéré par un ajout de stabilisant ou autre?","pretreat","NA",NA
"1396","added in version 2","2.0","fra","Organisation de type de secteur privé","2.0","La catégorie de type d'organisation utilisée pour les groupes du secteur privé ou à but non lucratif qui ne sont pas autrement pris en compte par la catégorie académique.","priv","NA",NA
"1397","added in version 2","2.0","eng","Groupe de traitement","2.0","Un groupe de mesures/méthodes liées au traitement des échantillons pour l'analyse.","procGrp","NA",NA
"1398","added in version 2","2.0","fra","Classe de table de description de programme","2.0","Spécifie une classe pour les tables de rapport pour indiquer qu'ils sont des tables de description de programme.","programDescr","Utilisé uniquement pour mieux spécifier l'objectif des tables de rapport, distinct des autres classes de cette façon.",NA
"1399","added in version 2","2.0","eng","Trousse de tna automatisée de promega","2.0","Extraction d'acides nucléiques réalisée à l'aide de la trousse promega automated tna.","promAuto","NA",NA
"1400","added in version 2","2.0","fra","Trousse de ht tna automatisée de promega","2.0","Extraction d'acides nucléiques réalisée à l'aide de la trousse promega ht tna.","promHt","NA",NA
"1401","added in version 2","2.0","eng","Trousse de tna manuelle de promega","2.0","Extraction d'acides nucléiques réalisée à l'aide de la trousse tna manuelle de promega.","promManu","NA",NA
"1402","added in version 2","2.0","fra","Trousse de capture d'adn à grand volume pour eaux usées de promega","2.0","Extraction d'acides nucléiques réalisée à l'aide de la trousse de capture d'ADN grand volume de promega wastewater.","promWW","NA",NA
"1403","description wording.","1.0","eng","Proportion du total","2.0","Proportion exprimée en pourcentage.","prop","NA",NA
"1404","description wording.","1.1","fra","Proportion de la/des variante(s) dans l'échantillon","2.0","Proportion du variant dans l'échantillon.","propV","NA",NA
"1405","added in version 2","2.0","eng","Classe de protéines","2.0","Spécifie une collection de mesures/méthodes sur les protéines.","protein","NA",NA
"1406","depreciated","1.0","fra","Accès aux Autoritées Sanitaires Provinciales","2.0","Si ""Non"", la donnée ne sera pas accessible par les autorités de santépublique provinciales. Si ""Oui"" ou laissé vide, la donnée sera accessible él'autorité de santé publique de la province oé l'échantillonnage a étéréalisée.","provHA","NA",NA
"1407","added in version 2","2.0","eng","Rapport provisoire","2.0","Un rapport provisoire ou intermittent.","provisional","Utilisation pour des mesures qui ne sont pas encore finalisées. Généralement, cet usage n'est pas rendu public.",NA
"1408","NA","1.0","fra","Boues du décanteur primaire","2.0","Boue provenant d'un décanteur primaire.","pSludge","NA",NA
"1409","added in V2.0","2.0","eng","Bâtiment résidentiel - autre","2.0","Bâtiments résidentiels individuels ou institutions non pris en compte dans les autres catégories","orb","NA",NA
"1410","NA","1.0","fra","Post-Grit","2.0","Eau usée aprés dégrillage et dessablage.","pstGrit","NA",NA
"1411","depreciated","1.0","eng","Description du pré-traitement","2.0","Description du pré-traitement le cas échéant.","ptDesc","NA",NA
"1412","now a unit for any group or biologic infection","1.0","fra","Nombre de tests positifs","2.0","Nombre de tests positifs.","ptot","NA",NA
"1413","depreciated","1.0","eng","Accèes publique","2.0","Si ""Non"", la donnée ne sera pas accessible par le public. Si ""Oui"" ou laissévide, la donnée leur sera accessible.","public","NA",NA
"1414","added in version 2","2.0","fra","Virus Puro","2.0","Mesure de la quantité de virus puro.","puro","NA",NA
"1415","added in version 2","2.0","eng","Cible du virus puro","2.0","Le virus Puro est utilisé comme cible de contrôle de l'efficacité de la récupération.","puroMat","NA",NA
"1416","naUnitSet","2.0","fra","Ensemble de catégories d'amorces génétiques","2.0","L'ensemble des catégories pour les amorces génétiques utilisées dans les essais de séquençage ou de RCP.","primerCatSet","NA",NA
"1417","added in V2.0","2.0","eng","Période de collecte","2.0","Période de collecte. La période pendant laquelle l'échantillon a été collecté, en heures. Vous pouvez également utiliser collectionStart et collectionEnd.","collPer","Exemples : 1 heure, 6 heures, 24 heures",NA
"1418","added in version 2","2.0","fra","Gène cible de la variante omicron q19e","2.0","Gène cible q19e de la variante omicron.","q19e ","NA",NA
"1419","added in version 2","2.0","eng","Gène cible de la variante omicron q493r","2.0","Gène cible q493r de la variante omicron.","q493r ","NA",NA
"1420","added in version 2","2.0","fra","Gène cible de la variante omicron q498r","2.0","Gène cible q498r de la variante omicron.","q498r ","NA",NA
"1421","added in version 2","2.0","eng","Gène cible de la variante omicron q954h","2.0","Gène cible q954h de la variante omicron.","q954h ","NA",NA
"1422","description wording, deprecated","1.0","fra","Méthode d'assurance-qualité","2.0","Assurance qualité, contrôle de la qualité.","qaqc","Description des mesures prises pour le contrôle de la qualité",NA
"1423","added in version 2","1.0","eng","Aucun problème de qualité","2.0","Un indicateur pour signaler qu'il n'y a pas de problème de qualité concernant la mesure ou l'échantillon.","qf1","NA",NA
"1424","added in version 2","1.0","fra","Problèmes de qualité","2.0","Un indicateur de l'existence d'un problème de qualité, non spécifié par ailleurs.","qf2","NA",NA
"1425","added in version 2","2.0","eng","Trousse allprep d'adn/rna de qiagen","2.0","Extraction d'acides nucléiques réalisée à l'aide de la trousse qiagen allprep dna/rna.","qgDNARNA","NA",NA
"1426","added in version 2","2.0","eng","RCP numérique qiagen","2.0","Décrit une analyse de RCP effectuée à l'aide de la technologie de RCP numérique de Qiagen.","qgDpcr","NA",NA
"1427","added in version 2","2.0","fra","Mini-trousse qiagen ez1 virus v2.0","2.0","Extraction des acides nucléiques réalisée à l'aide de la trousse qiagen ez1 virus mini kit v2.0.","qgEz1","NA",NA
"1428","added in version 2","2.0","fra","Trousse allprep powerfecal d'adn/rna de qiagen","2.0","Extraction d'acides nucléiques réalisée à l'aide de la trousse qiagen allprep powerfecal dna/rna kit.","qgPwrFecal","NA",NA
"1429","added in version 2","2.0","eng","Trousse allprep powerviral d'adn/rna de qiagen","2.0","Extraction des acides nucléiques réalisée à l'aide de la trousse qiagen allprep powerviral dna/rna kit.","qgPwrViral","NA",NA
"1430","added in version 2","2.0","fra","Trousse Powerwater de qiagen","2.0","Extraction d'acides nucléiques réalisée à l'aide de la trousse qiagen powerwater.","qgPwrWtr","NA",NA
"1431","added in version 2","2.0","eng","Tampons qiagen qiaamp avec colonnes epoch","2.0","Extraction d'acides nucléiques réalisée à l'aide des tampons qiagen qiaamp avec colonnes epoch.","qgQiAmp","NA",NA
"1432","added in version 2","2.0","fra","Trousse rneasy de qiagen","2.0","Extraction des acides nucléiques réalisée à l'aide de la trousse rneasy de qiagen.","qgRneasy","NA",NA
"1433","added in version 2","2.0","eng","Trousse rneasy powermicrobiome de qiagen","2.0","Extraction des acides nucléiques réalisée à l'aide de la trousse rneasy powermicrobiome de qiagen.","qgRneasyPwr","NA",NA
"1434","added in version 2","2.0","fra","RCP quantAggScale","2.0","RCP en temps réel, également appelée RCP ""quantAggScale"".","qpcr","NA",NA
"1435","added in version 2","2.0","eng","Type de partie de qualité","2.0","Le type de partie pour les parties de qualité.","quality","Utilisé uniquement pour les entrées du dictionnaire relatives aux parties.",NA
"1436","added in version 2","2.0","fra","Contrôle de qualité","2.0","Une mesure ou un échantillon prélevé à des fins de contrôle de la qualité.","qualityControl","Les mesures avec cette catégorie sont prises pour évaluer le contrôle de la qualité.",NA
"1437","added in V2.0","2.0","eng","Numéro de collection","2.0","Le nombre de sous-échantillons qui ont été combinés pour créer l'échantillon. Utiliser NA pour un échantillonnage continu, proportionnel ou passif.","collNum","NA",NA
"1438","added in V2.0","2.0","fra","Valeur minimale dictionnaire","2.0","La valeur minimale d'une partie.","minValue","NA",NA
"1439","added in version 2","2.0","eng","R au carré","2.0","Valeur R-carré de la courbe d'étalonnage.","r2","Utilisé pour stocker des informations sur la courbe d'étalonnage, potentiellement applicable aussi pour d'autres types de courbes.",NA
"1440","added in version 2","2.0","fra","Gène cible de la variante delta r203m","2.0","Gène cible r203m  de la variante delta.","r203m","NA",NA
"1441","added in version 2","2.0","eng","RCP digitale de raindance","2.0","Décrit une analyse de RCP effectuée à l'aide de la technologie de RCP numérique de Raindance.","rainDpcr","NA",NA
"1442","added in version 2","2.0","fra","Pluvieux","2.0","CatSetégorie qualitative pour la mesure météorologique, spécifiant un jour de pluie.","rainy","NA",NA
"1443","added in version 2","2.0","eng","Facteur de dilution","2.0","Indique dans quelle mesure un échantillon ou une aliquote a été dilué avant l'analyse.","ratio","Le facteur de dilution est indiqué comme une mesure sans unité, où une valeur de 10 indique une dilution de 10:1.",NA
"1444","NA","1.0","fra","Echantillon d'eaux usées brutes","2.0","Echantillon d'eaux usées brutes","raws","NA",NA
"1445","NA","1.0","eng","Eaux usées brutes","2.0","Eau usée brute","rawWW","NA",NA
"1446","added in version 2","2.0","fra","Eaux usées brutes en aval d'un site","2.0","En aval d'un site. Voir partType = rawWWup.","rawWWdown","NA",NA
"1447","added in version 2","2.0","eng","Eaux usées brutes en amont d'un site","2.0","En amont d'un site. Utilisé lorsqu'il n'y a pas d'accès direct à l'inconjuctiion des eaux usées d'un site avec un échantillon en aval. Par exemple, si le site est une maison de soins de longue durée, mais qu'il n'y a pas d'accès à la sortie de nettoyage du bâtiment ou de la propriété. Utiliser deux échantillons, un en amont et un en aval.","rawWWup","NA",NA
"1448","added in version 2","2.0","fra","IP2 rdrp cible de gène de SRAS-CoV-2","2.0","Gène cible IP2 rdrp de SRAS-CoV-2.","rdrpIP2","NA",NA
"1449","added in version 2","2.0","eng","IP4 rdrp cible de gène de SRAS-CoV-2","2.0","Gène cible IP4 rdrp de SRAS-CoV-2.","rdrpIP4","NA",NA
"1450","NA","1.0","fra","combiné","2.0","S'il s'agit d'un échantillon combiné, c'est-à-dire, est-il composé de plusieurs échantillons ""enfants""?","pooled","NA",NA
"1451","added in version 2","2.0","eng","Patients guéris","2.0","Unités pour décrire une mesure de population de patients qui ont guéri d'une maladie donnée.","recov","Unité pour une mesure de population ou de maladie afin d'expliquer les effets cliniques au niveau de la population.",NA
"1452","NA","1.0","fra","Date-heure","2.0","Date, heure et fuseau horaire de collecte d'un échantillon ponctuel.","collDT","NA",NA
"1453","added in version 2","2.0","eng","Régulier","2.0","Une mesure ou un échantillon prélevé à des fins de surveillance ou d'épidémiologie.","regular","Une mesure ""régulière"" est la valeur par défaut. Les données manquantes seront recodées dans ce but.",NA
"1454","added in version 2","2.0","fra","Humidité relative","2.0","Mesure de l'humidité relative, ou de la quantité de vapeur d'eau présente dans l'air par rapport à la saturation ; fait partie d'une série de mesures météorologiques qui peuvent être utiles lors de la collecte d'échantillons provenant de sources extérieures.","relHum","NA",NA
"1455","added in version 2","2.0","eng","Ensemble d'unités d'humidité relative","2.0","Ensemble d'unités pour les mesures d'humidité relative.","relHumidUnitSet","NA",NA
"1456","depreciated","1.0","fra","Date du rapport","2.0","Date à laquelle la donnée a été reportée é la santé publique. Cette mesure est communément utilisée.","caRepDate","NA",NA
"1457","depreciated","1.0","eng","Échantillon instantané représentatif","2.0","Un seul grand échantillon instantané représentatif.","repGrab","Déprécié dans la version 2, ne pas utiliser.",NA
"1458","added in V2.0","2.0","fra","Air","2.0","Une mesure ou une observation faite à partir d'une substance dans l’air.","a","NA",NA
"1459","NA","1.0","eng","Date-heure fini","2.0","Date, heure et fuseau horaire de début de collecte d'un échantillon composite.","collDTStart","NA",NA
"1460","added in version 2","2.0","fra","Valeur","2.0","Valeur d'une mesure, d'une observation ou d'un attribut.","value","NA",NA
"1461","added in version 2","1.0","eng","Unité","2.0","Identifiant unique pour les unités d'une mesure","unitID","Différentes unités qui sont utilisées pour décrire les valeurs de mesure. Les unités sont combinées en UnitSetIDs. Veuillez demander de nouvelles unités en créant un problème dans le référentiel ODM sur GitHub.",NA
"1462","changed to contactID","1.1","fra","ID du rapporteur","2.0","Identifiant unique pour la personne ou l'organisation responsable des données rapportées.","reporterID","NA",NA
"1463","depreciated","1.1","eng","ID du rapporteur","2.0","Identifiant unique de l'entité qui rapporte les données.","reporterIDDep","NA",NA
"1464","depreciated","1.0","fra","Table de rapporteur","2.0","La table qui contient de l'information sur le rapporteur d'un échantillon, d'une méthode, d'une mesure ou d'un attribut.","reporters","NA",NA
"1465","added in version 2","2.0","eng","Resuspendre la collection de filtres COSCa","2.0","Extraction d'acide nucléique par remise en suspension d'un échantillon prélevé selon la méthode de la balle COSCa.","resCosca","Voir partID = cosca pour plus de détails.",NA
"1466","added in version 2","2.0","fra","Classe de tables de résultats","2.0","Spécifie une classe pour les tables de rapport pour indiquer qu'ils sont des tables de résultats.","results","Utilisé uniquement pour mieux spécifier l'objectif des tables de rapports, distincts des autres classes de cette manière.",NA
"1467","description wording, structure","1.0","eng","Station de pompage","2.0","Station de pompage.","pStat","NA",NA
"1468","description wording, structure","1.0","fra","Étang de rétention","2.0","Bassin de rétention.","retPond","NA",NA
"1469","NA","1.0","eng","Date-heure début","2.0","Date, heure et fuseau horaire de fin de collecte d'un échantillon composite.","collDTEnd","NA",NA
"1470","added in version 2","2.0","fra","Taux pour 100,000","2.0","Unités pour décrire une mesure de population d'un taux d'incidence de cas pour 100 000 personnes d'une maladie donnée.","rP100","Unité pour une mesure de population ou de maladie afin d'expliquer les effets cliniques au niveau de la population.",NA
"1471","NA","1.0","eng","Eaux usées brutes après pasteurisation.","2.0","Eaux usées brutes après pasteurisation.","rppw","NA",NA
"1472","added in version 2","2.0","eng","Groupe du virus respiratoire syncytial","2.0","Indique un groupe de mesures/méthodes liées au virus respiratoire syncytial.","rsv","NA",NA
"1473","added in V2.0","2.0","fra","Humaine","2.0","Une mesure ou une observation faite sur un humain.","h","NA",NA
"1474","added in version 2","2.0","fra","Gène cible de la variante omicron s2083i","2.0","Gène cible s2083i de la variante omicron.","s2083i ","NA",NA
"1475","added in version 2","2.0","fra","Gène cible de la variante omicron s371l","2.0","Gène cible s371l de la variante omicron.","s371l ","NA",NA
"1476","added in version 2","2.0","fra","Gène cible de la variante omicron s373p","2.0","Gène cible s373p de la variante omicron.","s373p ","NA",NA
"1477","added in version 2","2.0","fra","Gène cible de la variante omicron s375f","2.0","Gène cible s375f de la variante omicron.","s375f ","NA",NA
"1478","added in version 2","2.0","fra","Gène cible de la variante omicron s477n","2.0","Gène cible s477n  de la variante omicron.","s477n ","NA",NA
"1479","added in version 2","2.0","fra","Échantillon","2.0","Mesure faite dans un échantillon d'eau usée.","sa","NA",NA
"1480","added in version 2","2.0","fra","Date d'envoi de l'échantillon","2.0","La date à laquelle l'échantillon a été envoyé pour être analysé dans un laboratoire.","sentDate","NA",NA
"1481","added in version 2","2.0","fra","Date de réception de l'échantillon","2.0","La date à laquelle l'échantillon a été reçu au laboratoire pour analyse.","recDate","NA",NA
"1482","added in V2.0","2.0","fra","Compartiment non applicable","2.0","Compartiment non applicable.","naCompartment","NA",NA
"1483","added in version 2","2.0","fra","Ensemble2QualitéÉchantillon","2.0","Ensemble de qualité pour un échantillon.","sampleQualitySet","NA",NA
"1484","added in V2.0","2.0","fra","Nomenclature","2.0","Un système de classification pour rendre compte de la classe de mesures.","nomenclatureID","Actuellement utilisé uniquement pour classe = variante. Pangolin, Nexclade, WHO sont les trois nomeclactures utilisées pour rapporter les variantes.",NA
"1485","description wording","1.0","fra","Collection autre","2.0","Description d'un autre type de méthode non répertorié dans la collection.","sampleTypeOther","NA",NA
"1486","added in V2.0","2.0","fra","Coordonnées du Groupe européen d'études pétrolières","2.0","Le code EPSG unique spécifiant une zone géospatiale donnée.","geoEPSG","NA",NA
"1487","added in version 2","2.0","fra","SRAS-CoV-2","2.0","Indique un groupe de mesures/méthodes liées au virus SRAS-CoV-2.","sarsCov2","Les mesures du SRAS-CoV-2 ont les classes suivantes : protéines, allèles, variants, mutations, maladies.",NA
"1488","added in version 2","2.0","fra","Mesure SRAS-CoV-2","2.0","Mesure de la quantité de virus SRAS-CoV-2.","cov2Me","NA",NA
"1489","added in version 2","2.0","fra","Surface","2.0","Une mesure ou une observation faite à partir d'une substance sur une surface.","s","NA",NA
"1490","added in version 2","2.0","fra","Couverture éparse","2.0","Le séquençage présente une couverture éparse, c'est-à-dire que l'étendue numérique de la couverture est considérée comme adéquate, mais les graphiques de couverture révèlent des parties manquantes du génome.","sC","S'il y a plusieurs problèmes à signaler, utilisez l'indicateur de problèmes multiples et expliquez les détails dans la section des notes.",NA
"1491","depreciated","1.0","fra","Effluent secondaire du clarificateur","2.0","Effluent obtenu aprés un décanteur secondaire.","sce","NA",NA
"1492","description wording, structure","1.0","fra","Rivière, plan d'eau naturel","2.0","Riviére, étendue d'eau naturelle.","river","NA",NA
"1493","depreciated","1.0","fra","Boues du clarificateur secondaire","2.0","Boue provenant d'un décanteur secondaire.","scs","NA",NA
"1494","NA","1.0","fra","L'écart type","2.0","L'écart type.","sd","NA",NA
"1495","NA","1.0","fra","L'écart type normalisé","2.0","L'écart type normalisé.","sdn","NA",NA
"1496","description wording, structure","1.0","fra","École","2.0","École.","school","NA",NA
"1497","NA","1.0","fra","Effluent du décanteur secondaire","2.0","Effluent obtenu aprés un décanteur secondaire.","sEfflu","NA",NA
"1498","depreciated","1.0","fra","Accès à soi","2.0","Si ""Non"", la donnée ne sera pas accessible par le reporteur lui-méme. Si ""Oui"" ou laissé vide, la donnée leur sera accessible.","self","NA",NA
"1499","added in V2.0","2.0","fra","ID d'agrégation","2.0","Mesures statistiques utilisées pour rendre compte d'une mesure. Chaque agrégation a une valeur correspondante.","aggID","NA",NA
"1500","NA","1.0","fra","Eaux usées de la fosse septique","2.0","Eaux usées de la fosse septique","septage","NA",NA
"1501","description wording, structure","1.0","fra","Mer, plan d'eau naturel","2.0","Mer, étendue d'eau naturelle.","sea","NA",NA
"1502","added in version 2","2.0","fra","Ensemble de qualité de séquençage","2.0","Ensemble d'indicateurs de qualité pour le séquençage","seqQualitySet","NA",NA
"1503","added in version 2","2.0","fra","Classe de séquençage génétique","2.0","Spécifie une collection de mesures/méthodes liées au séquençage génétique.","sequence","NA",NA
"1504","depreciated","1.0","fra","Sédiments d'égouts","2.0","Sédiments provenant des égouts.","sese","NA",NA
"1505","added in version 2","2.0","fra","ID de l'ensemble","2.0","Le nom d'un ensemble de valeurs.","setID","Un ensemble est un groupe d'unités, d'attributs, de catégories, de spécimens ou de compartiments qui peuvent être utilisés pour une mesure, une méthode ou un attribut.",NA
"1506","naUnitSet","2.0","fra","Référence de l'ontologie","2.0","Référence ontologique pour une partie.","ontologyRef","Ce champ contient un lien vers une référence ontologique existante pour la partie. Le contenu de l'ODM couvre plusieurs ontologies existantes. L'ODM ne cherche pas à générer une nouvelle ontologie, mais plutôt à harmoniser et à étendre les dictionnaires en vue de leur application dans la surveillance de l'environnement et de la santé publique.",NA
"1507","added in version 2","2.0","fra","ID du protocole source","2.0","Utilisé pour indiquer le protocole qui a servi de référence ou de base pour le protocole actuel.","sourceProtocol","Remplir avec protocolID.",NA
"1508","NA","2.0","fra","Type d'ensemble","2.0","Le type d'ensemble. Par exemple, ensemble de qualité, ensemble d'agrégation, ensemble d'unités.","setType","NA",NA
"1509","NA","2.0","fra","Valeur de l'ensemble","2.0","Le partID de la valeur ou de la catégorie de l'ensemble.","setValue","Rempli par toute partie où partType = aggregationSet, compartmentSet, qualitySet, specimentSet ou unitSet.",NA
"1510","added in version 2","2.0","fra","Version de l'ensemble de méthodes","2.0","Spécifie la version d'un ensemble de méthodes.","protocolVersion","Version de l'ensemble de méthodes. Le versioning sémantique est recommandé.",NA
"1511","added in version 2","2.0","fra","Gène cible de SRAS-CoV-2 S","2.0","Gène cible S de SRAS-CoV-2.","sGene","NA",NA
"1512","added in version 2","2.0","fra","Eau","2.0","Une mesure ou une observation faite à partir d'une substance présente dans l'eau, y compris les eaux usées.","w","NA",NA
"1513","description wording, structure","1.0","fra","Fosse septique","2.0","Fosse septique.","septTnk","NA",NA
"1514","NA","1.0","fra","Transporté sur glace","2.0","L'échantillon a-t-il été gardé au froid lors du transport vers le laboratoire?","shipOnIce","NA",NA
"1515","added in version 2","2.0","fra","Site","2.0","Mesure d'eau usée passant à travers un site","si","NA",NA
"1516","NA","1.0","fra","Seul","2.0","La valeur n'a subi aucune agrégation (donc, la valeur n'est pas une moyenne, un maximum, etc.). La valeur peut étre un réplica.","sin","NA",NA
"1517","added in V2.0","2.0","fra","Ensemble de compartiments d’air","2.0","Un ensemble de compartiments pour les mesures et méthodes dans le compartiment air.","airCompartmentSet","NA",NA
"1518","added in V2.0","2.0","fra","Ensemble de compartiments de surface et d'air.","2.0","Un ensemble de compartiments pour les mesures et les méthodes dans les compartiments de l'air ou de la surface.","airSurfaceCompartmentSet","NA",NA
"1519","depreciated","1.0","fra","ID du site par défaut","2.0","Identifiant de Site utilisé par défaut quand un nouvel échantillon est créé par ce reporteur. Se référer é la colonne ""siteID"" dans la table ""Site""","siteDef","NA",NA
"1520","added in version 2","2.0","fra","Groupe de caractéristiques du site","2.0","Un groupe de mesures/méthodes environnementales et celles qui se rapportent aux caractéristiques d'un site.","siteFeat","NA",NA
"1521","NA","1.1","fra","Index","2.0","Index de la mesure dans le cas oé la méme mesure a été prise en replicata.","index","NA",NA
"1522","depreciated","1.0","fra","ID de la mesure du site","2.0","Identifiant unique utilisé dans la table horizontale seulement. Utiliser quand toutes les mesures sont effectuées sur le méme échantillon.","siteMeasureID","NA",NA
"1523","added in V2.0","1.0","fra","Table d'organisation","2.0","La table qui contient de l'information sur un laboratoire.","organizations","adapter de la documentation de la version 1",NA
"1524","added in V2.0","2.0","fra","Ensemble de compartiments d’eau et d'air.","2.0","Un ensemble de compartiments pour les mesures et les méthodes dans les compartiments air ou eau.","airWaterCompartmentSet","NA",NA
"1525","added in version 2","2.0","fra","Navire","2.0","Un bateau de croisière ou un autre navire.","ship","NA",NA
"1526","added in version 2","2.0","fra","Floculation du lait écrémé","2.0","Floculation du lait écrémé","skimMilkFloc","NA",NA
"1527","added in version 2","2.0","fra","pente","2.0","Valeur de la pente de la courbe d'étalonnage.","slope","Utilisé pour stocker des informations sur la courbe d'étalonnage, potentiellement applicable aussi pour d'autres types de courbes.",NA
"1528","depreciated","1.0","fra","Lien vers le fichier du réseau d'égouts","2.0","Lien vers un fichier contenant toute information additionnelle au sujet du réseau d'égouts associé é ce site d'échantillonnage (tous les formats sont acceptés).","snfl","NA",NA
"1529","added in version 2","2.0","fra","Neigeux","2.0","CatSetégorie qualitative pour la mesure météorologique, spécifiant un jour de neige.","snowy","NA",NA
"1530","description wording, structure","1.0","fra","Fraction solide","2.0","Fraction solide.","sol","NA",NA
"1531","added in version 2","2.0","fra","Séparation des solides","2.0","Le procès utilisé pour séparer les phases solides et liquides de l'échantillon, soit avant, soit en l'absence de la méthode de concentration spécifiée dans ""methodConc"".","solidSep","NA",NA
"1532","added in V2.0","2.0","fra","Tout ensembles de compartiments","2.0","Un ensemble de compartiments pour les mesures et les méthodes dans n'importe quel compartiment.","anyCompartmentSet","NA",NA
"1533","added in version 2","2.0","fra","Humidité specifique","2.0","Mesure d'humidité spécifique, l'unité est le rapport entre la masse de la vapeur d'eau et la masse de l'air total.","specHum","NA",NA
"1534","added in version 2","2.0","fra","Ensemble d'unités d'humidité spécifique","2.0","Ensemble d'unités pour les mesures d'humidité spécifique.","specHumidUnitSet","NA",NA
